,level_3,period,weighted_index
213,food_and_non_alcoholic_beverages,201619.0,95.76298169974947
214,food_and_non_alcoholic_beverages,201620.0,95.44427230457008
215,food_and_non_alcoholic_beverages,201621.0,96.1199850132957
216,food_and_non_alcoholic_beverages,201622.0,94.63386266110612
217,food_and_non_alcoholic_beverages,201623.0,95.07292659429686
218,food_and_non_alcoholic_beverages,201624.0,95.11496099834513
219,food_and_non_alcoholic_beverages,201625.0,94.67773157878493
220,food_and_non_alcoholic_beverages,201626.0,94.82862978468046
221,food_and_non_alcoholic_beverages,201627.0,94.79570947651183
222,food_and_non_alcoholic_beverages,201628.0,95.58241899892175
223,food_and_non_alcoholic_beverages,201629.0,94.99061386560777
224,food_and_non_alcoholic_beverages,201630.0,95.01911543180557
225,food_and_non_alcoholic_beverages,201631.0,94.84121614344147
226,food_and_non_alcoholic_beverages,201632.0,94.83346907745103
227,food_and_non_alcoholic_beverages,201644.0,95.63678113859785
